3907,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,839,838,900
123,.NET-Expert+.NET-Intermediate+.NET-Beginner,.NET-Expert,873,872,800
493,.NET-Expert+.NET-Intermediate+.NET-Beginner,.NET-Expert,644,643,800
176,.NET-Expert+.NET-Intermediate+.NET-Beginner,.NET-Expert,210,209,800
2615,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,347,346,900
993,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,979,978,870
1460,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,900,899,890
1045,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,978,977,870
520,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,977,976,870
545,.NET-Expert+.NET-Intermediate+.NET-Beginner,.NET-Expert,183,182,800
491,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,976,975,870
1866,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,975,974,870
1219,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,974,973,870
1335,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,973,972,870
431,.NET-Expert+.NET-Intermediate+.NET-Beginner,.NET-Expert,180,179,800
249,.NET-Expert+.NET-Intermediate+.NET-Beginner,.NET-Expert,148,147,800
543,.NET-Expert+.NET-Intermediate+.NET-Beginner,.NET-Expert,146,145,800
3883,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,346,345,860
2047,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,345,344,900
3097,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,344,343,900
522,.NET-Expert+.NET-Intermediate+.NET-Beginner,.NET-Expert,184,183,800
787,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,341,340,900
2256,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,899,898,850
475,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,340,339,900
383,.NET-Expert+.NET-Intermediate+.NET-Beginner,.NET-Expert,463,462,800
3570,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,339,338,890
432,.NET-Expert+.NET-Intermediate+.NET-Beginner,.NET-Expert,464,463,800
667,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,847,846,890
748,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,972,971,870
2716,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,283,282,890
2884,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,282,281,890
707,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,967,966,870
680,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,901,900,900
1324,.NET-Intermediate+.NET-Beginner,iOS-Intermediate,38,37,1000
1753,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,409,408,870
1424,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,408,407,870
1311,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,407,406,870
1385,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,829,828,855
490,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,406,405,870
1390,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,405,404,870
1782,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,830,829,860
1420,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,375,374,870
1863,.NET-Intermediate+.NET-Beginner,.NET-Beginner,360,359,870
1727,.NET-Intermediate+.NET-Beginner,.NET-Beginner,177,176,870
546,.NET-Intermediate+.NET-Beginner,.NET-Beginner,176,175,870
936,.NET-Intermediate+.NET-Beginner,.NET-Beginner,169,168,870
1296,.NET-Intermediate+.NET-Beginner,.NET-Beginner,168,167,870
1859,.NET-Intermediate+.NET-Beginner,.NET-Beginner,25,24,900
1423,.NET-Intermediate+.NET-Beginner,.NET-Beginner,24,23,900
1265,.NET-Intermediate+.NET-Beginner,.NET-Beginner,23,22,900
635,.NET-Intermediate+.NET-Beginner,.NET-Beginner,175,174,870
1563,.NET-Intermediate+.NET-Beginner,.NET-Beginner,174,173,870
569,.NET-Intermediate+.NET-Beginner,.NET-Beginner,173,172,870
1183,.NET-Intermediate+.NET-Beginner,.NET-Beginner,172,171,870
1554,.NET-Intermediate+.NET-Beginner,.NET-Beginner,171,170,870
2139,.NET-Intermediate+.NET-Beginner,.NET-Beginner,170,169,870
876,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,26,25,850
575,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,971,970,870
860,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,970,969,870
823,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,969,968,870
1155,.NET-Intermediate+.NET-Beginner,.NET-Intermediate,968,967,870
3896,.NET-Beginner,.NET-Beginner,862,861,850
3695,.NET-Beginner,.NET-Beginner,861,860,890
2582,.NET-Beginner,.NET-Beginner,655,654,870
3817,.NET-Beginner,.NET-Beginner,369,368,870
2731,.NET-Beginner,.NET-Beginner,368,367,870
2386,.NET-Beginner,.NET-Beginner,367,366,870
3503,.NET-Beginner,.NET-Beginner,366,365,870
2915,.NET-Beginner,.NET-Beginner,860,859,870
3278,.NET-Beginner,.NET-Beginner,859,858,865
3360,.NET-Beginner,.NET-Beginner,858,857,895
2694,.NET-Beginner,.NET-Beginner,650,649,870
2656,.NET-Beginner,.NET-Beginner,651,650,870
3915,.NET-Beginner,.NET-Beginner,857,856,850
2818,.NET-Beginner,.NET-Beginner,652,651,870
2868,.NET-Beginner,.NET-Beginner,653,652,870
2920,.NET-Beginner,.NET-Beginner,654,653,870
2347,.NET-Beginner,.NET-Beginner,856,855,865
3324,.NET-Beginner,.NET-Beginner,446,445,895
2903,.NET-Beginner,.NET-Beginner,656,655,870
2509,.NET-Beginner,.NET-Beginner,365,364,870
2446,.NET-Beginner,.NET-Beginner,364,363,870
3407,.NET-Beginner,.NET-Beginner,363,362,870
2408,.NET-Beginner,.NET-Beginner,362,361,870
2984,.NET-Beginner,.NET-Beginner,361,360,870
3474,.NET-Beginner,.NET-Beginner,445,444,860
3103,.NET-Beginner,.NET-Beginner,444,443,855
3541,.NET-Beginner,.NET-Beginner,855,854,855
2422,.NET-Beginner,.NET-Beginner,649,648,870
3434,.NET-Beginner,.NET-Beginner,854,853,895
2957,.NET-Beginner,.NET-Beginner,648,647,870
3020,.NET-Beginner,.NET-Beginner,647,646,870
2763,.NET-Beginner,.NET-Beginner,646,645,870
3800,.NET-Beginner,.NET-Beginner,645,644,870
3982,.NET-Beginner,.NET-Beginner,476,475,870
2807,.NET-Beginner,.NET-Beginner,475,474,870
4689,.NET-Beginner,.NET-Beginner,474,473,870
2651,.NET-Beginner,.NET-Beginner,473,472,870
3231,.NET-Beginner,.NET-Beginner,472,471,870
2489,.NET-Beginner,.NET-Beginner,471,470,870
4003,.NET-Beginner,.NET-Beginner,470,469,870
625,.NET-Expert+ Sharepoint-Expert+.NET-Intermediate+.NET-Beginner+ Sharepoint-Intermediate+ Sharepoint-Beginner,.NET-Expert+ Sharepoint-Expert,286,412,850
576,.NET-Expert+ Sharepoint-Expert+.NET-Intermediate+.NET-Beginner+ Sharepoint-Intermediate+ Sharepoint-Beginner,.NET-Expert+ Sharepoint-Expert,770,762,850
391,.NET-Expert+ Sharepoint-Expert+.NET-Intermediate+.NET-Beginner+ Sharepoint-Intermediate+ Sharepoint-Beginner,.NET-Expert+ Sharepoint-Expert,287,413,850
730,.NET-Expert+ Sharepoint-Expert+.NET-Intermediate+.NET-Beginner+ Sharepoint-Intermediate+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Beginner,419,417,870
303,.NET-Expert+ Sharepoint-Expert+.NET-Intermediate+.NET-Beginner+ Sharepoint-Intermediate+ Sharepoint-Beginner,.NET-Expert+ Sharepoint-Expert,285,286,850
742,.NET-Expert+ Sharepoint-Expert+.NET-Intermediate+.NET-Beginner+ Sharepoint-Intermediate+ Sharepoint-Beginner,.NET-Expert+ Sharepoint-Expert,417,285,850
768,.NET-Expert+ Sharepoint-Expert+.NET-Intermediate+.NET-Beginner+ Sharepoint-Intermediate+ Sharepoint-Beginner,.NET-Expert+ Sharepoint-Expert,875,769,800
469,.NET-Expert+ Sharepoint-Expert+.NET-Intermediate+.NET-Beginner+ Sharepoint-Intermediate+ Sharepoint-Beginner,.NET-Expert+ Sharepoint-Expert,414,284,850
178,.NET-Expert+ Sharepoint-Expert+.NET-Intermediate+.NET-Beginner+ Sharepoint-Intermediate+ Sharepoint-Beginner,.NET-Expert+ Sharepoint-Expert,413,33,850
529,.NET-Expert+ Sharepoint-Expert+.NET-Intermediate+.NET-Beginner+ Sharepoint-Intermediate+ Sharepoint-Beginner,.NET-Expert+ Sharepoint-Expert,876,874,800
695,.NET-Expert+ Sharepoint-Expert+.NET-Intermediate+.NET-Beginner+ Sharepoint-Intermediate+ Sharepoint-Beginner,.NET-Expert+ Sharepoint-Expert,877,875,800
831,.NET-Expert+ Sharepoint-Expert+.NET-Intermediate+.NET-Beginner+ Sharepoint-Intermediate+ Sharepoint-Beginner,.NET-Expert+ Sharepoint-Expert,879,876,800
670,.NET-Expert+ Sharepoint-Expert+.NET-Intermediate+.NET-Beginner+ Sharepoint-Intermediate+ Sharepoint-Beginner,.NET-Expert+ Sharepoint-Expert,880,878,800
750,.NET-Expert+ Sharepoint-Expert+.NET-Intermediate+.NET-Beginner+ Sharepoint-Intermediate+ Sharepoint-Beginner,.NET-Expert+ Sharepoint-Expert,763,416,850
678,.NET-Expert+ Sharepoint-Expert+.NET-Intermediate+.NET-Beginner+ Sharepoint-Intermediate+ Sharepoint-Beginner,.NET-Expert+ Sharepoint-Expert,34,879,850
673,.NET-Expert+ Sharepoint-Expert+.NET-Intermediate+.NET-Beginner+ Sharepoint-Intermediate+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,338,337,900
400,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,373,372,800
1084,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,371,370,800
804,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,478,477,900
772,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,477,476,900
521,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,622,621,870
335,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,621,620,870
579,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,620,619,870
656,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,619,618,870
1185,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,618,617,870
1520,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,617,616,870
1613,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,616,615,870
1534,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,773,772,865
1074,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,615,614,870
567,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,614,613,870
641,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,613,612,870
355,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,612,611,870
675,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,611,610,870
486,.NET-Expert+ WPF-Expert+.NET-Intermediate+.NET-Beginner+ WPF-Intermediate+ WPF-Beginner,.NET-Expert+ WPF-Expert,370,109,800
574,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,610,609,870
790,.NET-Expert+ WPF-Expert+.NET-Intermediate+.NET-Beginner+ WPF-Intermediate+ WPF-Beginner,.NET-Expert+ WPF-Expert,372,149,800
607,.NET-Expert+ WPF-Expert+.NET-Intermediate+.NET-Beginner+ WPF-Intermediate+ WPF-Beginner,.NET-Expert+ WPF-Expert,150,151,800
797,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,609,608,870
671,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,240,239,800
621,.NET-Expert+ WPF-Expert+.NET-Intermediate+.NET-Beginner+ WPF-Intermediate+ WPF-Beginner,.NET-Expert+ WPF-Expert,152,369,800
1689,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,326,921,850
1769,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,325,920,850
1801,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,774,326,890
1369,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,926,919,870
984,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,925,918,870
868,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,924,917,870
1029,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,923,916,870
1132,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,922,915,870
1253,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,921,914,870
956,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,920,913,870
1257,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Beginner,418,36,890
1617,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,919,912,870
1514,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,918,911,870
1861,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,917,910,870
1761,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,916,909,870
1498,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,415,34,850
1616,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,915,891,870
916,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,914,888,870
1875,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,910,776,870
970,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,913,885,870
1756,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,912,882,870
1800,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,416,35,850
1574,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,771,325,895
1249,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,911,779,870
1547,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,892,767,800
1301,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,889,415,800
1606,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,886,414,800
1449,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,883,329,800
863,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,768,324,850
1901,.NET-Intermediate+ Sharepoint-Intermediate+.NET-Beginner+ Sharepoint-Beginner,.NET-Intermediate+ Sharepoint-Intermediate,35,770,890
1158,.NET-Intermediate+ Sharepoint-Beginner+.NET-Beginner,.NET-Intermediate+ Sharepoint-Beginner,909,908,870
1218,.NET-Intermediate+ Sharepoint-Beginner+.NET-Beginner,.NET-Intermediate+ Sharepoint-Beginner,891,887,800
1477,.NET-Intermediate+ Sharepoint-Beginner+.NET-Beginner,.NET-Intermediate+ Sharepoint-Beginner,888,884,800
1588,.NET-Intermediate+ Sharepoint-Beginner+.NET-Beginner,.NET-Intermediate+ Sharepoint-Beginner,885,881,800
1457,.NET-Intermediate+ Sharepoint-Beginner+.NET-Beginner,.NET-Intermediate+ Sharepoint-Beginner,882,834,800
1873,.NET-Intermediate+ Sharepoint-Beginner+.NET-Beginner,.NET-Beginner+ Sharepoint-Beginner,324,323,900
1186,.NET-Intermediate+ Sharepoint-Beginner+.NET-Beginner,.NET-Beginner+ Sharepoint-Beginner,323,322,900
1683,.NET-Intermediate+ Sharepoint-Beginner+.NET-Beginner,.NET-Beginner+ Sharepoint-Beginner,322,321,900
1653,.NET-Intermediate+ Sharepoint-Beginner+.NET-Beginner,.NET-Beginner+ Sharepoint-Beginner,321,320,900
1445,.NET-Intermediate+ Sharepoint-Beginner+.NET-Beginner,.NET-Beginner+ Sharepoint-Beginner,320,319,900
2650,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,943,942,870
3711,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,944,943,870
2865,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,945,944,870
653,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,946,945,870
1723,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,947,946,870
619,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,948,947,870
685,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,949,948,870
532,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,337,336,890
418,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,281,280,890
3689,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,278,277,880
2690,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,953,952,870
3614,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,336,335,860
2201,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,954,953,870
3940,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,955,954,870
2736,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,956,955,870
3378,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,957,956,870
3451,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,958,957,870
3088,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,284,283,850
3454,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,959,958,870
2614,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,960,959,870
298,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,663,901,850
608,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,603,831,870
318,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,495,465,865
313,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,494,447,865
749,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,496,481,890
563,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,602,830,870
652,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,484,208,850
518,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,483,150,850
649,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,482,144,850
785,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,209,143,800
168,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,832,600,885
195,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,601,761,870
553,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,600,662,870
753,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,466,601,800
172,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,762,495,850
279,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,151,493,800
645,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,145,483,800
801,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,144,482,800
465,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,448,494,800
224,.NET-Expert+ SQL Server-Expert+.NET-Intermediate+.NET-Beginner+ SQL Server-Intermediate+ SQL Server-Beginner,.NET-Expert+ SQL Server-Expert,831,599,880
995,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,838,837,900
1793,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,837,836,900
1380,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,836,835,900
2090,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate,898,897,880
1274,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,662,827,870
1119,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,661,826,870
1564,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,660,825,870
1160,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,659,824,870
1175,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,793,223,890
1651,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,658,823,870
1500,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,657,821,870
1902,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,822,241,890
1820,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,12,11,890
1971,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,15,14,895
1289,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,242,819,870
1012,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,241,796,870
1648,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,828,625,890
2091,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,486,485,880
